,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
27258,VA,Wyndham CDP,81,3,0.2,14.1,1.8
27259,VA,Wytheville town,89.3,7.4,0.1,0.9,1.4
27260,VA,Yogaville CDP,93.8,1.8,0.4,1.8,3.1
27261,VA,Yorkshire CDP,57.9,9.9,0.5,7.7,39
27262,VA,Yorktown CDP,91.8,6.7,0,0.5,1.5
27263,WA,Aberdeen city,80.4,0.8,3.7,1.9,15.8
27264,WA,Aberdeen Gardens CDP,91,0,1.8,2.2,5
27265,WA,Acme CDP,91.5,0.4,1.2,0,2.8
27266,WA,Addy CDP,83.6,0.4,5.6,0,3
27267,WA,Ahtanum CDP,88.1,0.2,1.3,0.6,14.1
27268,WA,Airway Heights city,78.5,7.2,3.7,3.5,8.3
27269,WA,Albion town,92.4,0.7,0.5,1,3.1
27270,WA,Alder CDP,94.7,0.9,1.8,0.4,3.5
27271,WA,Alderton CDP,87.7,0.7,1.2,2.2,7.2
27272,WA,Alderwood Manor CDP,68.7,4.1,0.8,17.7,6.8
27273,WA,Alger CDP,88.8,0,2.2,1.7,8.4
27274,WA,Algona city,67.1,3.3,1.7,11.7,15.9
27275,WA,Allyn CDP,93.9,0.6,0.4,1.4,2.3
27276,WA,Almira town,95.1,0,0.7,0.7,1.8
27277,WA,Altoona CDP,79.5,0,7.7,0,5.1
27278,WA,Amanda Park CDP,67.9,0,19.8,2,31.3
27279,WA,Amboy CDP,95.8,0.2,1.1,0.8,2.6
27280,WA,Ames Lake CDP,90.5,0.4,0.3,4.4,2.4
27281,WA,Anacortes city,91.5,0.7,1,1.9,5
27282,WA,Anderson Island CDP,95.5,0.5,0.4,0.9,4.1
27283,WA,Arlington city,85.6,1.2,1.4,3.3,9.5
27284,WA,Arlington Heights CDP,93.8,0.3,0.8,1,2.8
27285,WA,Artondale CDP,91.4,0.6,0.7,2.2,4.6
27286,WA,Ashford CDP,90.3,0,0.9,6,0.9
27287,WA,Asotin city,93.5,1,1.5,0.6,2.2
27288,WA,Auburn city,70.5,4.9,2.3,8.9,12.9
27289,WA,Bainbridge Island city,91,0.4,0.5,3.2,3.9
27290,WA,Bangor Base CDP,76.9,7.7,1.2,3.1,13.7
27291,WA,Banks Lake South CDP,96,0,2.3,0,0
27292,WA,Barberton CDP,90.2,1.2,0.8,3,5.5
27293,WA,Baring CDP,91.8,0,1.8,2.7,4.5
27294,WA,Barney's Junction CDP,95.2,0,2.1,0,6.8
27295,WA,Barstow CDP,96.6,0,1.7,0,0
27296,WA,Basin City CDP,52.9,0,0.5,0.4,81.7
27297,WA,Battle Ground city,90.5,0.8,0.8,1.9,6.5
27298,WA,Bay Center CDP,69.9,0,11.6,0.4,8.7
27299,WA,Bay View CDP,96.8,0.3,1,0.6,2.6
27300,WA,Beaux Arts Village town,95.3,0,0,4,1
27301,WA,Belfair CDP,85.2,0.9,3.9,1.6,10.2
27302,WA,Bellevue city,62.6,2.3,0.4,27.6,7
27303,WA,Bell Hill CDP,95.1,0,1.1,1.9,2.7
27304,WA,Bellingham city,84.9,1.3,1.3,5.1,7
27305,WA,Benton City city,78.6,0.4,1.1,0.3,28.5
27306,WA,Bethel CDP,84.6,2.4,1.1,4.4,6
27307,WA,Bickleton CDP,90.9,0,3.4,1.1,3.4
27308,WA,Big Lake CDP,93.2,0.4,0.5,2.1,5.7
27309,WA,Bingen city,72.2,0.3,1.3,0.3,28.1
27310,WA,Birch Bay CDP,88.6,1,1.2,3.2,6.2
27311,WA,Black Diamond city,92,1.2,0.7,1.2,4.6
27312,WA,Blaine city,86.5,1.4,0.9,5.1,5
27313,WA,Blyn CDP,87.1,0,7.9,1,7.9
27314,WA,Bonney Lake city,88.8,1.3,1,2.4,6.1
27315,WA,Bothell city,79.7,1.6,0.6,10.2,8.7
27316,WA,Bothell East CDP,63.1,2.1,0.6,27.8,5.7
27317,WA,Bothell West CDP,77.1,2,0.7,12.7,7.2
27318,WA,Boulevard Park CDP,46.4,15.8,2.1,11.6,26.3
27319,WA,Boyds CDP,76.5,0,20.6,0,11.8
27320,WA,Brady CDP,93.5,0.4,0.7,1.3,5.5
27321,WA,Bremerton city,74,6.7,2,5.5,9.6
27322,WA,Brewster city,50.8,0.3,2.2,0.2,73
27323,WA,Bridgeport city,57.4,0.5,0.6,0.4,76.7
27324,WA,Brier city,84.9,1.1,0.5,7.6,4
27325,WA,Brinnon CDP,93.1,0.1,1.1,1.4,2.1
27326,WA,Browns Point CDP,88.7,1.5,1.2,3,4.1
27327,WA,Brush Prairie CDP,94.8,0.6,0.7,1.1,3.6
27328,WA,Bryant CDP,94.4,0.2,1.8,0.9,2.8
27329,WA,Bryn Mawr-Skyway CDP,29.6,31.4,0.8,27.1,7.7
27330,WA,Buckley city,93,0.6,0.8,0.8,3.1
27331,WA,Bucoda town,91.6,1.2,0.9,0.5,5.7
27332,WA,Buena CDP,45.8,0.9,3.1,0.3,81.3
27333,WA,Bunk Foss CDP,93.2,0.6,0.8,1,3.7
27334,WA,Burbank CDP,89.3,0.8,0.8,0.2,14.7
27335,WA,Burien city,63.5,5.9,1.5,9.9,20.7
27336,WA,Burley CDP,89.8,0.6,0.8,1.1,3.6
27337,WA,Burlington city,72.1,1.2,1.8,3,31.4
27338,WA,Camas city,87.4,1,0.6,6,4.1
27339,WA,Canterwood CDP,87.9,0.9,1,5.4,3.3
27340,WA,Canyon Creek CDP,92.5,0.4,0.8,0.9,4.6
27341,WA,Carbonado town,93.1,0.7,1,1.1,4.8
27342,WA,Carlsborg CDP,92.7,0.3,0.8,2.2,3.4
27343,WA,Carnation city,85.8,0.9,1,3.1,12.7
27344,WA,Carson CDP,90,0.5,2.1,0.5,7
27345,WA,Cascade Valley CDP,82.1,1.9,1.6,0.6,19.4
27346,WA,Cashmere city,77,0.3,1,0.5,28.4
27347,WA,Castle Rock city,91.4,0.1,2.2,0.2,4.9
27348,WA,Cathcart CDP,95.1,0.4,0.3,1.4,3.8
27349,WA,Cathlamet town,94.7,0.2,0.9,1.1,3.4
27350,WA,Cavalero CDP,90.3,1.1,0.8,2.9,5.2
27351,WA,Centerville CDP,90.2,0,5.4,0,1.8
27352,WA,Centralia city,85.1,0.6,1.4,1,16.1
27353,WA,Central Park CDP,89.8,0.2,2.2,1.6,5.8
27354,WA,Chain Lake CDP,93,0.4,0.9,0.9,4.3
27355,WA,Chehalis city,87,1.7,1.3,1.3,11.6
27356,WA,Chelan city,80.1,0.4,1.4,0.9,24.2
27357,WA,Chelan Falls CDP,55.9,0,0.6,0.3,51.4
27358,WA,Cheney city,81.7,4,1.3,4,9.3
27359,WA,Cherry Grove CDP,94,0,1.3,0.5,3.5
27360,WA,Chewelah city,93.1,0.2,1.7,0.5,2.8
27361,WA,Chico CDP,82,3,0.4,8.2,4.9
27362,WA,Chinook CDP,89.9,0,2.4,0.4,4.5
27363,WA,Clallam Bay CDP,73.3,0.3,14.3,1.1,12.4
27364,WA,Clarkston city,92.1,0.7,2.1,0.7,4
27365,WA,Clarkston Heights-Vineland CDP,96.3,0.2,0.8,0.5,2.2
27366,WA,Clayton CDP,93,0.2,1.8,0.2,2.3
27367,WA,Clear Lake CDP (Pierce County),92.2,0.4,0.8,0.8,3.2
27368,WA,Clear Lake CDP (Skagit County),90.3,0.7,0.8,0.3,6.7
27369,WA,Clearview CDP,91.3,0.3,0.6,2.7,5.7
27370,WA,Cle Elum city,92.1,0.4,0.7,1,5.8
27371,WA,Cliffdell CDP,100,0,0,0,1
27372,WA,Clinton CDP,91.6,1,1.2,1.6,3.8
27373,WA,Clover Creek CDP,76.4,5.6,1.1,5.4,7.8
27374,WA,Clyde Hill city,84.3,0.6,0.2,12.1,2.3
27375,WA,Cohassett Beach CDP,89.3,0.4,2.1,0.6,8.9
27376,WA,Colfax city,95.6,0.5,0.4,1.5,2.8
27377,WA,College Place city,85.7,1.6,0.7,1.9,18.5
27378,WA,Colton town,95.5,0,0.2,0.7,3.1
27379,WA,Colville city,92.4,0.1,2.1,0.9,3.8
27380,WA,Conconully town,91,0.5,2.4,0.5,5.7
27381,WA,Concrete town,91.5,0.3,2,0.4,5.5
27382,WA,Connell city,73.4,6.4,1.9,2.7,39.3
27383,WA,Conway CDP,83.5,0,0,1.1,18.7
27384,WA,Copalis Beach CDP,88,0.7,5.3,0.7,2.2
27385,WA,Cosmopolis city,88.5,0.1,1.6,3,6.1
27386,WA,Cottage Lake CDP,89.1,0.7,0.4,5.3,3.6
27387,WA,Coulee City town,91.3,0,2.1,0.2,3.4
27388,WA,Coulee Dam town,55,0.5,35.5,0.7,6.7
27389,WA,Country Homes CDP,90.1,1.6,1.6,2,4.9
27390,WA,Coupeville town,87.2,1.6,0.6,1.9,9
27391,WA,Covington city,76.1,4.2,0.8,8.5,9.3
27392,WA,Cowiche CDP,80.4,0,0.2,0.5,67.8
27393,WA,Creston town,94.5,0,1.7,0.4,0
27394,WA,Crocker CDP,92.7,0.4,1.1,1,4.2
27395,WA,Curlew CDP,96.6,0,0,0,3.4
27396,WA,Curlew Lake CDP,92.4,1.1,1.1,0,4.5
27397,WA,Cusick town,73.4,2.4,19.8,0,3.4
27398,WA,Custer CDP,89.3,0.5,0.3,1.9,8.7
27399,WA,Dallesport CDP,91,0.1,3.2,1.2,5.7
27400,WA,Danville CDP,94.1,0,0,0,0
27401,WA,Darrington town,92.4,0,2.4,0.4,3.2
27402,WA,Dash Point CDP,80.1,1.7,1.3,8.7,3.5
27403,WA,Davenport city,95.3,0.1,1.2,0.1,2.7
27404,WA,Dayton city,91.6,0.4,1.9,0.6,7.1
27405,WA,Deep River CDP,95.1,0,0.5,0,1.5
27406,WA,Deer Park city,92.6,0.4,1.5,0.2,3.8
27407,WA,Deming CDP,93.2,0.8,2,0.8,3.4
27408,WA,Desert Aire CDP,72.8,0.6,0.9,0.1,51.3
27409,WA,Des Moines city,63.5,9.1,1.1,10.7,15.2
27410,WA,Disautel CDP,10.3,0,84.6,0,1.3
27411,WA,Dixie CDP,93.9,0,2,0,6.1
27412,WA,Dollars Corner CDP,92.2,0.2,1.1,1.9,5.8
27413,WA,Donald CDP,61.5,0,7.7,5.5,36.3
27414,WA,Duluth CDP,92.2,0.6,0.8,1.9,5.6
27415,WA,DuPont city,68.7,8.1,0.5,10.2,9.7
27416,WA,Duvall city,89.7,0.4,0.5,2.7,7.7
27417,WA,East Cathlamet CDP,95.5,0.2,1.8,0.2,1.8
27418,WA,Eastgate CDP,65.6,2.3,0.2,24.3,5
27419,WA,East Hill-Meridian CDP,57,7.8,0.6,23.5,9
27420,WA,Eastmont CDP,79.8,2.2,0.6,10.4,6.3
27421,WA,Easton CDP,84.5,0.2,1.5,0,16.1
27422,WA,East Port Orchard CDP,81.6,2,0.9,6,7.6
27423,WA,East Renton Highlands CDP,86.3,1.4,0.7,4.6,6.5
27424,WA,East Wenatchee city,80.1,0.3,1.2,0.9,23.4
27425,WA,Eatonville town,90.1,0.5,1.1,0.9,5.9
27426,WA,Edgewood city,90.4,1,0.9,2.5,4.4
27427,WA,Edison CDP,95.5,2.3,0,0,0
27428,WA,Edmonds city,83.4,2.6,0.7,7.1,5.3
27429,WA,Elbe CDP,96.6,0,0,0,0
27430,WA,Electric City city,86,0.5,5.2,0.4,4
27431,WA,Elk Plain CDP,78.7,4.6,1.2,3.6,6.9
27432,WA,Ellensburg city,85.7,1.5,1,3.2,9.7
27433,WA,Elma city,85.8,1,2.6,2.1,6.6
27434,WA,Elmer City town,47.9,0.8,28.6,2.1,3.4
27435,WA,Endicott town,96.2,0,3.1,0,1.7
27436,WA,Enetai CDP,80.5,4.3,1.2,4.9,4.1
27437,WA,Entiat city,81.5,0.4,0.4,0.2,20.7
27438,WA,Enumclaw city,91.8,0.5,1,0.9,6.6
27439,WA,Ephrata city,84.1,0.8,1.1,1.3,16.7
27440,WA,Erlands Point-Kitsap Lake CDP,82.7,2.9,2,3.5,7.7
27441,WA,Eschbach CDP,82.4,0,0,0.7,22.7
27442,WA,Esperance CDP,78.4,2.8,1,11.4,5.1
27443,WA,Everett city,74.6,4.1,1.4,7.8,14.2
27444,WA,Everson city,75.3,0.3,2.5,0.7,28.9
27445,WA,Fairchild AFB CDP,80.5,5.2,0.9,3.2,10.8
27446,WA,Fairfield town,96.1,0.3,1.1,0.2,1.5
27447,WA,Fairwood CDP (King County),65.3,7.4,0.5,17.6,6.5
27448,WA,Fairwood CDP (Spokane County),91.3,1,1.4,2,3.2
27449,WA,Fall City CDP,91.9,0.2,1,1,5.7
27450,WA,Farmington town,97.3,0,2.7,0,2.1
27451,WA,Federal Way city,57.5,9.7,0.9,14.2,16.2
27452,WA,Felida CDP,89.9,1.2,0.6,3.9,3.8
27453,WA,Ferndale city,83.1,1,2.6,3.6,12
27454,WA,Fern Prairie CDP,95.3,0.1,1,1.1,3.1
27455,WA,Fife city,55.2,8.2,3,15.5,17.4
27456,WA,Fife Heights CDP,79,3.9,2.3,6.7,6.2
27457,WA,Finley CDP,83.1,0.3,1.5,0.6,20.5
27458,WA,Fircrest city,78.9,7,0.7,5.1,4.6
27459,WA,Five Corners CDP,84,1.9,0.8,5,7.8
27460,WA,Fobes Hill CDP,95,0.2,0.7,1,2.3
27461,WA,Fords Prairie CDP,90.4,0.5,1.2,1.9,6.5
27462,WA,Forks city,67.7,0.5,6.6,1.2,25.9
27463,WA,Fort Lewis CDP,68.2,11.3,1.5,3,16.3
27464,WA,Four Lakes CDP,92.4,0.2,1.2,1.2,2.1
27465,WA,Fox Island CDP,93.4,0.7,0.8,1.3,3.2
27466,WA,Frederickson CDP,72.8,7.3,1.1,5.6,8.9
27467,WA,Freeland CDP,92.3,0.9,0.8,1.7,2.9
27468,WA,Friday Harbor town,83.1,0.3,0.5,2,15.9
27469,WA,Garfield town,97.3,0.2,0.2,0,2.3
27470,WA,Garrett CDP,91.1,1.1,0.5,0.8,10.2
27471,WA,Geneva CDP,92.7,0.9,0.8,1.9,4.2
27472,WA,George city,38.1,0,1.4,0,75
27473,WA,Gig Harbor city,90.2,1.2,0.6,2.4,5.8
27474,WA,Glacier CDP,96.2,0,0,0,2.4
27475,WA,Gleed CDP,90.3,0.3,0.5,0.6,12.1
27476,WA,Gold Bar city,85.1,0.6,0.7,1,10.1
27477,WA,Goldendale city,88.3,0.4,4.1,0.5,8.4
27478,WA,Gorst CDP,83.8,0.2,1.7,2.5,8.1
27479,WA,Graham CDP,82.6,4,1.2,2.8,6.3
27480,WA,Grand Coulee city,76.5,1.1,14.2,0.8,8.9
27481,WA,Grand Mound CDP,81.8,0.7,2.1,1.1,16.1
27482,WA,Grandview city,55.2,0.9,0.6,0.5,79.7
27483,WA,Granger city,48.6,0.4,1.7,0.5,88.2
27484,WA,Granite Falls city,87.6,0.7,1.2,1.5,7.5
27485,WA,Grapeview CDP,93.4,0.2,0.1,1.6,2.2
27486,WA,Grayland CDP,91.4,0.3,2.9,1.2,4.2
27487,WA,Grays River CDP,94.3,0.4,0.4,1.1,2.7
27488,WA,Green Bluff CDP,96.2,0,0.8,0.7,4.1
27489,WA,Greenwater CDP,97,0,0,3,0
27490,WA,Hamilton town,90.4,0,2,0,4.3
27491,WA,Hansville CDP,92.8,0.5,1.7,1.4,2.3
27492,WA,Harrah town,24.6,0.5,21.3,0.2,55.4
27493,WA,Harrington city,92.7,0.9,3.5,0,2.8
27494,WA,Hartline town,90.7,0.7,0,1.3,11.9
27495,WA,Hat Island CDP,97.6,0,2.4,0,0
27496,WA,Hatton town,51.5,0,5,0,49.5
27497,WA,Hazel Dell CDP,82,2.7,0.8,3.7,11
27498,WA,Herron Island CDP,94,0,1.3,2,2
27499,WA,High Bridge CDP,92.1,0.7,0.5,1.8,5
27500,WA,Hobart CDP,91.7,1.2,0.6,2.1,3.7
27501,WA,Hockinson CDP,94.7,0.4,0.7,1.2,3.5
27502,WA,Hogans Corner CDP,88.2,0,4.7,0,3.5
27503,WA,Home CDP,91.4,0.3,1.3,0.9,3.1
27504,WA,Hoodsport CDP,89.9,0,2.7,0.8,3.2
27505,WA,Hoquiam city,85.5,0.8,3.9,1.1,9.5
27506,WA,Humptulips CDP,63.9,0,1.6,0,32.9
27507,WA,Hunts Point town,80.2,1.3,0.5,10.9,0.5
27508,WA,Ilwaco city,89.9,0.3,2.1,0.5,5.7
27509,WA,Inchelium CDP,14.2,0,78.5,0,5.1
27510,WA,Index town,95.5,0,0,1.7,4.5
27511,WA,Indianola CDP,87.1,0.7,4.1,1.3,4
27512,WA,Inglewood-Finn Hill CDP,82.1,1.7,0.5,8.8,6.4
27513,WA,Ione town,98,0,0.4,0.2,4.3
27514,WA,Issaquah city,74.7,1.4,0.4,17.5,5.8
27515,WA,Jamestown CDP,82.3,0.6,11.4,0.8,3.9
27516,WA,Junction City CDP,33.3,22.2,0,5.6,33.3
27517,WA,Kahlotus city,90.7,0.5,0.5,2.6,8.3
27518,WA,Kalama city,91.3,0.6,1.3,1.2,4.9
27519,WA,Kapowsin CDP,90.7,0.3,1.5,1.5,5.4
27520,WA,Keller CDP,9.4,0,78.2,0.4,5.1
27521,WA,Kelso city,85.2,0.8,2.1,1.6,11.3
27522,WA,Kendall CDP,94.2,0,1,0,6.3
27523,WA,Kenmore city,79.9,1.6,0.5,10.5,7
27524,WA,Kennewick city,78.5,1.7,0.8,2.4,24.2
27525,WA,Kent city,55.5,11.3,1,15.2,16.6
27526,WA,Ketron Island CDP,88.2,5.9,0,0,5.9
27527,WA,Kettle Falls city,90.9,0.1,2,0.4,1.7
27528,WA,Key Center CDP,90.7,0.6,1,1.6,4.5
27529,WA,Keyport CDP,92.8,1.3,0.4,1.4,3.2
27530,WA,Kingsgate CDP,73.1,1.8,0.4,16.2,9.4
27531,WA,Kingston CDP,89.6,0.5,2.1,1.8,7.1
27532,WA,Kirkland city,79.3,1.8,0.4,11.3,6.3
27533,WA,Kittitas city,86.7,0.6,0.9,0.3,13.1
27534,WA,Klahanie CDP,68.9,1.3,0.2,23.9,5.2
27535,WA,Klickitat CDP,91.7,0.6,3.6,0,3
27536,WA,Krupp town,100,0,0,0,2.1
27537,WA,La Center city,91.3,1,0.8,1.9,4.6
27538,WA,Lacey city,74.2,5.4,1.2,8,9.2
27539,WA,La Conner town,87.1,0.7,5.1,1,6.2
27540,WA,LaCrosse town,95.8,0.3,0.6,0.3,0.3
27541,WA,La Grande CDP,89.9,0.9,0,2.8,4.6
27542,WA,Lake Bosworth CDP,94.8,0.4,1.3,0.7,3.6
27543,WA,Lake Cassidy CDP,91,0.2,1.2,2.3,4.8
27544,WA,Lake Cavanaugh CDP,98.8,0,0.6,0,0.6
27545,WA,Lake Forest Park city,83,1.8,0.6,8.8,3.6
27546,WA,Lake Holm CDP,89.8,0.9,0.8,3.2,3.6
27547,WA,Lake Ketchum CDP,92.9,0.4,1.1,1.5,1.8
27548,WA,Lakeland North CDP,68.3,5.7,0.8,12.9,11.1
27549,WA,Lakeland South CDP,76.7,4.2,1,9.4,6.9
27550,WA,Lake McMurray CDP,87.5,0,0,4.7,10.9
27551,WA,Lake Marcel-Stillwater CDP,93.8,0.2,0.8,0.9,6
27552,WA,Lake Morton-Berrydale CDP,87.9,1.6,0.9,3,5.6
27553,WA,Lake Roesiger CDP,97.2,0.6,0.2,0.2,2.6
27554,WA,Lake Shore CDP,90.5,0.8,0.7,2.8,4.5
27555,WA,Lake Stevens city,85.1,1.7,0.9,3.6,8.6
27556,WA,Lake Stickney CDP,59,5.4,1.1,23.5,13.3
27557,WA,Lake Tapps CDP,92,0.7,0.6,2.1,4.5
27558,WA,Lakeview CDP,89.9,0.4,0.7,0.2,13.8
27559,WA,Lakewood city,59.3,11.8,1.3,9,15.3
27560,WA,Lamont town,90,1.4,0,1.4,1.4
27561,WA,Langley city,94.1,0.1,0.6,1.6,3.2
27562,WA,Larch Way CDP,57.3,2.7,0.4,33.4,4.1
27563,WA,Latah town,88.5,0,2.7,0.5,6
27564,WA,Laurier CDP,0,0,0,0,0
27565,WA,Leavenworth city,92.9,0.4,0.5,0.6,10.8
27566,WA,Lebam CDP,90.6,0,5,0,6.9
27567,WA,Lewisville CDP,95.2,0.1,0.6,0.3,2.7
27568,WA,Liberty Lake city,91.3,0.7,0.5,3.5,3
27569,WA,Lind town,87.9,1.6,0,1.4,11.2
27570,WA,Lochsloy CDP,93.4,0.2,0.7,1.3,3.4
27571,WA,Lofall CDP,92.2,1.2,0.6,1.2,4.1
27572,WA,Long Beach city,91.5,0.1,0.8,1.3,7.7
27573,WA,Longbranch CDP,90.3,1,1.7,1.6,3.8
27574,WA,Longview city,86,0.9,1.7,2.2,9.7
27575,WA,Longview Heights CDP,91.7,0.2,1.4,1.9,4.3
27576,WA,Loomis CDP,81.1,0,1.3,0,25.8
27577,WA,Loon Lake CDP,94,0.4,2.2,0.1,1.8
27578,WA,Lower Elochoman CDP,96.2,0,1.1,0.5,1.1
27579,WA,Lyle CDP,93.4,0,1.8,0.6,3.4
27580,WA,Lyman town,95.4,0,1.4,0.2,3.4
27581,WA,Lynden city,89.7,0.7,0.9,2.5,8.7
27582,WA,Lynnwood city,63.8,5.5,1.1,17.3,13.3
27583,WA,Mabton city,46.9,0.7,0.2,0.2,91.9
27584,WA,McChord AFB CDP,70.4,9.1,1.3,3.1,13.5
27585,WA,McCleary city,93.5,0.8,1,0.7,2.4
27586,WA,Machias CDP,92.4,0.2,1.1,2.5,3
27587,WA,McKenna CDP,90.1,2,0.4,0.8,4.9
27588,WA,McMillin CDP,89.7,0.7,1,2.3,4.8
27589,WA,Malden town,92.1,0,2,0,3.9
27590,WA,Malo CDP,78.6,0,0,0,10.7
27591,WA,Malone CDP,92,0,2.3,0.2,2.5
27592,WA,Malott CDP,81.3,0,5.1,0.2,18.1
27593,WA,Maltby CDP,91.6,0.4,0.6,3.6,3.5
27594,WA,Manchester CDP,87.4,1.7,1,2.8,5.4
27595,WA,Mansfield town,97.5,0,0.6,0.3,4.7
27596,WA,Manson CDP,76.3,0.1,0.9,0.8,35
27597,WA,Maple Falls CDP,94.1,0.3,0,0,4.3
27598,WA,Maple Heights-Lake Desire CDP,77.7,2.6,0.6,13.9,3.4
27599,WA,Maple Valley city,85.8,2.1,0.5,4.5,5.7
27600,WA,Maplewood CDP,91.9,0.5,0.4,2.9,3.6
27601,WA,Marblemount CDP,85.7,0.5,5.4,1,3.4
27602,WA,Marcus town,94,0.5,2.7,0.5,0.5
27603,WA,Marietta-Alderwood CDP,81.5,1.3,3.5,4.4,9.7
27604,WA,Markham CDP,98.2,0,0.9,0.9,1.8
27605,WA,Marrowstone CDP,96.4,0.1,0.4,0.8,0.9
27606,WA,Martha Lake CDP,72.4,3,0.8,15.4,8.6
27607,WA,Maryhill CDP,77.6,0,1.7,1.7,15.5
27608,WA,Marysville city,80,1.9,1.9,5.6,10.3
27609,WA,Mattawa town,45,0.9,1.1,0.1,95.7
27610,WA,May Creek CDP,92.4,0.5,2.8,0.2,6
27611,WA,Mead CDP,94.8,0.5,1,0.5,3
27612,WA,Meadowdale CDP,81.7,2.4,1,8.5,5.3
27613,WA,Meadow Glade CDP,94.3,0.3,0.4,2.2,2.8
27614,WA,Medical Lake city,88,2.3,1.6,2,5.7
27615,WA,Medina city,83.5,0.3,0.2,11.7,2.6
27616,WA,Mercer Island city,77.9,1.3,0.2,15.9,2.8
27617,WA,Mesa city,67.7,1.6,0.4,0.4,75.3
27618,WA,Metaline town,96,0,2.3,0,2.3
27619,WA,Metaline Falls town,94.5,0.4,2.1,0.8,1.7
27620,WA,Methow CDP,98.5,0,0,0,1.5
27621,WA,Midland CDP,56.4,9,2.6,10.5,17.6
27622,WA,Mill Creek city,74.2,2.2,0.5,16.7,5.6
27623,WA,Mill Creek East CDP,70.2,1.8,0.7,19.8,7.4
27624,WA,Millwood town,94.4,0.6,1.3,1.1,1.9
27625,WA,Milton city,82.9,3.1,1.2,5.1,5.4
27626,WA,Mineral CDP,97.5,0.5,1.5,0,0
27627,WA,Minnehaha CDP,83.8,2.9,0.7,5,7.9
27628,WA,Mirrormont CDP,92.8,0.6,0.5,2.6,2.3
27629,WA,Moclips CDP,65.7,0.5,27.5,0,12.6
27630,WA,Monroe city,78.6,3.5,1.4,2.8,17.1
27631,WA,Monroe North CDP,92.4,0.2,0.8,1.2,6.9
27632,WA,Montesano city,92.2,0.6,1.7,1.4,3.3
27633,WA,Morton city,94.2,0.5,1.2,0.6,2.9
27634,WA,Moses Lake city,76.4,1.6,1,1.5,30.1
27635,WA,Moses Lake North CDP,69.9,4,2.7,1.5,33.6
27636,WA,Mossyrock city,71,0.1,0.8,0.1,30.8
27637,WA,Mountlake Terrace city,71.7,4.3,1.1,11.2,10.5
27638,WA,Mount Vernon city,72.8,1,1.6,2.7,33.7
27639,WA,Mount Vista CDP,87.8,1.9,0.8,3.9,5
27640,WA,Moxee city,70.9,0.6,2.3,1.2,39
27641,WA,Mukilteo city,74.9,1.7,0.6,17.1,4.4
27642,WA,Naches town,92.8,0.6,1.5,0,8.3
27643,WA,Napavine city,91,0.2,0.7,0.8,7
27644,WA,Naselle CDP,85.2,0.2,3.6,1.9,5.5
27645,WA,Navy Yard City CDP,75.9,4.9,1.7,4.8,7.8
27646,WA,Neah Bay CDP,12.1,0.2,77.1,0.1,7.3
27647,WA,Neilton CDP,80.3,0.3,6.3,0,19.4
27648,WA,Nespelem town,10.6,0.4,80.1,0.4,6.8
27649,WA,Nespelem Community CDP,4.7,0,93.7,0,1.2
27650,WA,Newcastle city,65.4,2.6,0.4,24.7,4.2
27651,WA,Newport city,92.3,0.3,1,1.1,4.5
27652,WA,Nile CDP,95.7,0.7,0,0,4.3
27653,WA,Nisqually Indian Community CDP,24.7,1,59.5,1,7.7
27654,WA,Nooksack city,81.4,0.1,2.3,1.6,17.9
27655,WA,Normandy Park city,86.4,0.8,0.9,5.9,5.2
27656,WA,North Bend city,90.7,0.5,0.9,1.6,6.4
27657,WA,North Bonneville city,94.9,0.3,0.7,1.5,4.4
27658,WA,North Fort Lewis CDP,67.4,13.2,1,3.9,15.8
27659,WA,North Lynnwood CDP,60.4,6.7,0.9,20.4,10.8
27660,WA,North Marysville CDP,81.5,1.9,0,0,26.9
27661,WA,North Omak CDP,12.5,0.6,74.6,0.3,18.9
27662,WA,Northport town,94.2,0.3,1.7,0.7,4.1
27663,WA,North Puyallup CDP,90,0.9,1.6,2,4.7
27664,WA,North Sultan CDP,94.3,0.4,0.4,1.1,4.9
27665,WA,Northwest Stanwood CDP,89.3,0.7,0.7,3.4,10.1
27666,WA,North Yelm CDP,85.4,1.8,2.2,2.5,7.1
27667,WA,Oakesdale town,97.2,0,0,0.5,0.9
27668,WA,Oak Harbor city,72.6,4.9,0.9,10.2,9.3
27669,WA,Oakville city,86.5,0.6,5.1,0.9,6.6
27670,WA,Ocean City CDP,80.5,0.5,4.5,5,5.5
27671,WA,Ocean Park CDP,89.2,0.6,1.8,0.7,9.6
27672,WA,Ocean Shores city,90.2,0.9,2.1,1.7,3.2
27673,WA,Odessa town,95.5,0.3,1.3,0.2,2.6
27674,WA,Okanogan city,79.8,0.5,7.9,0.4,14.1
27675,WA,Olympia city,83.7,2,1.1,6,6.3
27676,WA,Omak city,71.1,0.6,17.4,0.6,12.6
27677,WA,Onalaska CDP,92.6,0.5,3.2,0,4.8
27678,WA,Orchards CDP,82.4,2.1,0.9,4.9,9.4
27679,WA,Orient CDP,87,0,7.8,0.9,3.5
27680,WA,Oroville city,78.8,0.8,2.4,1.1,21.4
27681,WA,Orting city,87.9,1.5,1.4,1.3,7.2
27682,WA,Oso CDP,94.4,0.6,0.6,0.6,5
27683,WA,Othello city,53.4,0.5,2.2,1.2,74.7
27684,WA,Otis Orchards-East Farms CDP,93.2,0.3,1.3,1.2,3.6
