,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
26832,VA,Dryden CDP,97.7,0.5,0.1,0.7,0.3
26833,VA,Dublin town,87.5,9.4,0,0.5,2
26834,VA,Duffield town,97.8,0,0,1.1,0
26835,VA,Dulles Town Center CDP,50.5,12.2,0.1,24,22.5
26836,VA,Dumbarton CDP,47.3,32.6,0.3,6.1,18.6
26837,VA,Dumfries town,39.5,35.1,1.5,4.3,26.8
26838,VA,Dungannon town,98.8,0,0,0,0.9
26839,VA,Dunn Loring CDP,72.2,3.2,0.2,19.8,6.1
26840,VA,East Highland Park CDP,10.8,85.1,0.4,0.7,2.4
26841,VA,East Lexington CDP,85.2,8.6,0.7,2.8,2
26842,VA,Eastville town,57,39.7,0,0.7,5.6
26843,VA,Ebony CDP,60.9,38.5,0,0,3.1
26844,VA,Edinburg town,90.4,2.3,0.3,0.1,11
26845,VA,Elkton town,94.1,3.7,0,0.5,2.1
26846,VA,Elliston CDP,90.6,3.8,0.3,0.2,10.2
26847,VA,Emory CDP,91.1,5.5,0.2,1.3,1.7
26848,VA,Emporia city,32.7,62.5,0.3,0.7,4.4
26849,VA,Enon CDP,80.4,14.3,0.2,1.4,3.8
26850,VA,Esmont CDP,41.1,50.9,0.9,0,7.2
26851,VA,Ettrick CDP,17.4,78.4,0.3,0.3,2.9
26852,VA,Ewing CDP,99.8,0,0,0,0
26853,VA,Exmore town,57.9,37.7,0.3,1.3,4.5
26854,VA,Fairfax city,69.6,4.7,0.5,15.2,15.8
26855,VA,Fairfax Station CDP,78.9,3.9,0.1,12.2,7.2
26856,VA,Fair Lakes CDP,51.8,8.7,0.2,33.1,7.6
26857,VA,Fairlawn CDP,94.6,2.8,0.2,1.3,1.1
26858,VA,Fair Oaks CDP,57.8,8.8,0.2,25.9,9.3
26859,VA,Fairview CDP,41.7,56.7,0,1.7,1.3
26860,VA,Fairview Beach CDP,94.6,2.8,0.3,0.5,1
26861,VA,Falls Church city,79.9,4.3,0.3,9.4,9
26862,VA,Falmouth CDP,76.3,14.6,0.3,2,7.2
26863,VA,Fancy Gap CDP,97,0,0,0,2.5
26864,VA,Farmville town,72.3,23.8,0.4,1.2,2.3
26865,VA,Ferrum CDP,69.5,21.7,0.6,0.6,3.4
26866,VA,Fieldale CDP,92.3,5.5,0,0.1,1
26867,VA,Fincastle town,89,9.3,0,0.6,1.7
26868,VA,Fishersville CDP,90.6,5.7,0.2,1.1,2.2
26869,VA,Flint Hill CDP,95.7,3.3,0,0,3.3
26870,VA,Floris CDP,58.3,3.5,0.2,33.3,3.7
26871,VA,Floyd town,94.1,3.5,0.5,0.5,6.4
26872,VA,Forest CDP,87.8,7.2,0.1,3,2.9
26873,VA,Fort Belvoir CDP,64.9,21.7,0.6,2.5,13.2
26874,VA,Fort Chiswell CDP,96.3,1,0.1,1.3,1.4
26875,VA,Fort Hunt CDP,91.6,2.3,0.2,2.8,4.4
26876,VA,Fort Lee CDP,41.7,42,0.4,1.9,16.6
26877,VA,Franconia CDP,58.9,18.6,0.4,14.4,12.1
26878,VA,Franklin city,39.4,56.9,0.3,0.7,1.6
26879,VA,Franklin Farm CDP,76.6,3.3,0.2,15.5,5.2
26880,VA,Fredericksburg city,64.2,22.6,0.4,2.8,10.7
26881,VA,Free Union CDP,92.2,0.5,1,0.5,2.1
26882,VA,Fries town,96.9,1,0.2,0.2,1.2
26883,VA,Front Royal town,85.1,8.9,0.2,1.4,4.6
26884,VA,Gainesville CDP,64.9,11.7,0.3,15.5,10.2
26885,VA,Galax city,85.8,6.2,0.1,0.5,14
26886,VA,Gargatha CDP,58,33.6,0,0.5,12.6
26887,VA,Gasburg CDP,91.9,6.2,0.2,0.6,2.1
26888,VA,Gate City town,95,3,0.5,0.2,0.6
26889,VA,George Mason CDP,67.1,9.4,0.4,14.9,9.7
26890,VA,Glade Spring town,93.8,4.8,0.2,0.1,1
26891,VA,Glasgow town,82.5,13.5,0.5,0.3,3
26892,VA,Glen Allen CDP,63.8,25.6,0.2,6.3,3.9
26893,VA,Glen Lyn town,100,0,0,0,2.6
26894,VA,Glenvar CDP,95.4,3.8,0,0.1,0.2
26895,VA,Gloucester Courthouse CDP,84.6,11.6,0.2,1.3,2.1
26896,VA,Gloucester Point CDP,88.1,7.5,0.2,0.9,2.4
26897,VA,Goochland CDP,84.6,9.6,0.6,2.4,2.6
26898,VA,Gordonsville town,70.7,23.7,0,0.5,4.3
26899,VA,Goshen town,98.1,1.4,0.3,0,1.1
26900,VA,Gratton CDP,97.4,1.2,0,0.4,0.2
26901,VA,Great Falls CDP,80.5,1.8,0.1,13.5,3.9
26902,VA,Greenbackville CDP,95.3,2.1,0,0,1
26903,VA,Greenbriar CDP,68,5.4,0.2,17.8,12.8
26904,VA,Greenbush CDP,59.5,25,3.6,0.5,23.2
26905,VA,Greenville CDP,82.2,15.7,1.1,0.1,1.6
26906,VA,Gretna town,61.4,36.9,0.2,0.5,0.7
26907,VA,Grottoes town,92.2,3.5,0.4,0.6,5
26908,VA,Groveton CDP,50.5,22.8,0.5,8,28.2
26909,VA,Grundy town,85.9,10,0.1,1.5,3.1
26910,VA,Gwynn CDP,93,1.7,0.2,0.8,1.5
26911,VA,Halifax town,62,35.8,0.4,0.6,1
26912,VA,Hallwood town,83.5,12.6,0.5,0,4.9
26913,VA,Hamilton town,95.1,3,0,0.4,3.2
26914,VA,Hampden-Sydney CDP,85.4,11.7,0.3,0.8,2.8
26915,VA,Hampton city,42.7,49.6,0.4,2.2,4.5
26916,VA,Hanover CDP,84.5,13.5,0,1.6,0.8
26917,VA,Harborton CDP,92.4,7.6,0,0,0.8
26918,VA,Harrisonburg city,78.4,6.4,0.3,3.5,15.7
26919,VA,Harriston CDP,91.1,3.5,0.3,0.4,4.6
26920,VA,Hayfield CDP,77.5,10.8,0.3,6.3,7.5
26921,VA,Haymarket town,73.3,8.1,0.5,10.1,9.7
26922,VA,Haysi town,98,0.8,0.2,0.4,0.2
26923,VA,Heathsville CDP,85.2,11.3,0,0,3.5
26924,VA,Henry Fork CDP,67.5,18.7,1,0.1,14.3
26925,VA,Herndon town,50.7,9.5,0.7,17.9,33.6
26926,VA,Highland Springs CDP,29.7,66.1,0.5,0.5,2.1
26927,VA,Hillsboro town,81.3,1.3,0,7.5,1.3
26928,VA,Hillsville town,97.4,0.6,0.2,0.7,2.3
26929,VA,Hiwassee CDP,97.7,0.4,0,0.4,0.4
26930,VA,Hollins CDP,85.5,8.7,0.1,3.2,2.9
26931,VA,Hollymead CDP,82.9,5.3,0.2,7.9,2.9
26932,VA,Honaker town,98.8,0.2,0.3,0,0.3
26933,VA,Hopewell city,55.4,37,0.4,0.8,6.6
26934,VA,Horntown CDP,52.4,44.9,0.3,0.5,1.9
26935,VA,Horse Pasture CDP,66.7,30.6,0.1,0.3,1.1
26936,VA,Hot Springs CDP,81.4,16.3,0.1,0.4,2.8
26937,VA,Huntington CDP,62.3,13.5,0.4,9.5,21.7
26938,VA,Hurt town,84.6,14.2,0,0.5,0.8
26939,VA,Hybla Valley CDP,38.7,31.8,0.5,8.9,31.1
26940,VA,Idylwood CDP,59.4,5.6,0.4,21.4,20.1
26941,VA,Independence town,87.1,8.1,0.5,0,4.8
26942,VA,Independent Hill CDP,75.4,14.2,0.4,4,9.6
26943,VA,Innsbrook CDP,62.6,11.4,0.3,22.1,3.8
26944,VA,Iron Gate town,94.8,3.9,0,0,1
26945,VA,Irvington town,97.7,0.7,0.2,0.5,1.9
26946,VA,Ivanhoe CDP,97.1,0.4,1.5,0,1.5
26947,VA,Ivor town,82.6,12.7,0.6,0.9,0.6
26948,VA,Ivy CDP,91.4,5.1,0,2.3,2.4
26949,VA,Jarratt town,47.5,50.2,0.8,0,2.2
26950,VA,Jolivue CDP,91.2,4.4,0.4,2.2,2.6
26951,VA,Jonesville town,98.5,0.3,0.2,0.2,0.4
26952,VA,Keller town,74.7,21.9,2.2,0,1.7
26953,VA,Kenbridge town,53.1,37.4,0.5,0.2,9.5
26954,VA,Keokee CDP,99,0.5,0,0,0.7
26955,VA,Keysville town,64.8,29.6,0.5,0.6,3.7
26956,VA,Kilmarnock town,65.4,32.1,0.1,1,1.1
26957,VA,King and Queen Court House CDP,57.6,41.2,0,0,0
26958,VA,King George CDP,75.4,18.3,0.4,1.1,3.6
26959,VA,Kings Park CDP,71.3,4.1,0.3,16.1,16.1
26960,VA,Kings Park West CDP,70.7,5.1,0.2,17,10
26961,VA,Kingstowne CDP,62.8,16.9,0.3,13,9
26962,VA,King William CDP,63.5,23.8,1.6,1.6,0.4
26963,VA,La Crosse town,61.3,31.8,0,0.3,20.5
26964,VA,Lafayette CDP,96.7,1.1,0,0,3.1
26965,VA,Lake Barcroft CDP,72.7,5.2,0.3,11.5,18.8
26966,VA,Lake Caroline CDP,78.7,15.6,0.9,0.7,4.6
26967,VA,Lake Holiday CDP,94.8,1.6,0.4,0.5,3.3
26968,VA,Lake Land'Or CDP,72.3,20.7,0.5,0.9,6
26969,VA,Lake Monticello CDP,89.3,6.4,0.2,0.9,3.2
26970,VA,Lake of the Woods CDP,89.7,5.2,0.3,1.1,3.5
26971,VA,Lake Ridge CDP,62.1,20.2,0.6,6.7,15.4
26972,VA,Lakeside CDP,74.4,16.7,0.4,2.6,7.6
26973,VA,Lake Wilderness CDP,83.9,8.9,0.3,1,6.5
26974,VA,Lansdowne CDP,68.4,9.3,0.3,15.8,7.2
26975,VA,Laurel CDP,54.9,30.4,0.4,6.2,11
26976,VA,Laurel Hill CDP,40.8,19.8,0.3,30.7,8.4
26977,VA,Laurel Park CDP,35.3,61.3,0,1,3.4
26978,VA,Lawrenceville town,19.7,76.9,0.2,0.6,1.8
26979,VA,Laymantown CDP,96.4,1.5,0.2,0.7,0.9
26980,VA,Lebanon town,94.7,2.9,0.3,0.9,1.4
26981,VA,Lee Mont CDP,76.8,8.8,0,0,12
26982,VA,Leesburg town,71.1,9.5,0.4,7.1,17.4
26983,VA,Lexington city,85.2,9.7,0.1,2.2,3.8
26984,VA,Lincolnia CDP,47.6,20.8,0.5,15.3,26.3
26985,VA,Linton Hall CDP,68,12,0.4,11,12.5
26986,VA,Loch Lomond CDP,65.8,5.6,0.8,2.7,41.6
26987,VA,Long Branch CDP,71,2.5,0.3,21.8,7.3
26988,VA,Lorton CDP,39,29.9,0.3,18.2,16.7
26989,VA,Loudoun Valley Estates CDP,29.3,4.2,0.3,61,3.3
26990,VA,Louisa town,64.9,27.3,0.1,1.5,7.5
26991,VA,Lovettsville town,87,6,0.3,1.7,7.3
26992,VA,Lovingston CDP,72.5,19.6,0.6,1.3,2.7
26993,VA,Lowes Island CDP,75,4.6,0.3,14.7,6.3
26994,VA,Low Moor CDP,89.1,6.6,0.4,0,2.3
26995,VA,Lunenburg CDP,72.1,23.6,0.6,0,1.2
26996,VA,Luray town,92.1,4.8,0.2,0.5,2.6
26997,VA,Lynchburg city,64.4,29.3,0.3,2.5,3
26998,VA,Lyndhurst CDP,92.6,4.2,0.3,0.4,2.1
26999,VA,McKenney town,60.9,35.6,0,0.2,1.4
27000,VA,McLean CDP,79.3,1.8,0.1,14.9,4.9
27001,VA,McMullin CDP,97.8,1.3,0,0.4,0.4
27002,VA,McNair CDP,36.3,14.9,0.3,40.5,10.2
27003,VA,Madison town,73.4,18.3,1.7,0,0.9
27004,VA,Madison Heights CDP,73.7,21.7,0.9,0.7,1.6
27005,VA,Makemie Park CDP,10.3,88.4,0,0,0
27006,VA,Manassas city,61.7,13.7,0.6,5,31.4
27007,VA,Manassas Park city,55.9,13,0.4,9,32.5
27008,VA,Manchester CDP,54.8,31.8,0.6,2.9,13.3
27009,VA,Mantua CDP,73.5,2.6,0.3,19.7,6.2
27010,VA,Mappsburg CDP,80,18.3,0,0,0
27011,VA,Mappsville CDP,28.2,34.3,0,0,50.5
27012,VA,Marion town,89.4,7.1,0.2,0.6,2.5
27013,VA,Marshall CDP,75.8,11.1,0.5,0.6,19.7
27014,VA,Martinsville city,49.9,45,0.2,0.9,4
27015,VA,Marumsco CDP,43.1,22.4,0.9,6.8,41
27016,VA,Mason Neck CDP,89.8,4.1,0.1,3.1,5.6
27017,VA,Massanetta Springs CDP,92.9,1.7,0.1,2.9,3.5
27018,VA,Massanutten CDP,96.1,1.2,0,0.6,3.1
27019,VA,Mathews CDP,86.3,8.8,0.4,0,0.7
27020,VA,Matoaca CDP,59.6,37.3,0.1,0.4,2.6
27021,VA,Maurertown CDP,95.8,1.8,0.1,0.5,1.6
27022,VA,Max Meadows CDP,95.7,3.4,0,0.4,0.7
27023,VA,Meadowbrook CDP,39.1,43.1,0.7,4.2,15.4
27024,VA,Meadow View CDP,95.1,2.6,0,0.2,1.6
27025,VA,Mechanicsville CDP,87,8.5,0.5,1.8,2.3
27026,VA,Melfa town,80.9,15.2,1,0,1
27027,VA,Merrifield CDP,49.6,6,0.5,35.3,15.1
27028,VA,Merrimac CDP,89.4,5.2,0.4,1.3,4.8
27029,VA,Metompkin CDP,15.8,71.3,0,0.2,20.5
27030,VA,Middlebrook CDP,97.2,0,0,0,2.3
27031,VA,Middleburg town,78.3,17.5,0.1,0.6,6.2
27032,VA,Middletown town,89.6,5.8,0.2,0.5,3.7
27033,VA,Midland CDP,87.2,9.2,0,0.9,11
27034,VA,Mineral town,87.6,8.4,1.3,0.2,6.2
27035,VA,Modest Town CDP,73.2,22.1,0,0,14.1
27036,VA,Montclair CDP,67.9,18.4,0.6,5.5,9.9
27037,VA,Monterey town,98.6,0.7,0.7,0,0.7
27038,VA,Montrose CDP,28.3,66.7,0.4,1,2.6
27039,VA,Montross town,79.7,19.5,0,0.3,10.2
27040,VA,Montvale CDP,93.4,4.7,0.3,0.6,1
27041,VA,Moorefield Station CDP,49.4,6.5,1.3,39,7.8
27042,VA,Motley CDP,72.3,25.7,0.2,0.2,0.4
27043,VA,Mountain Road CDP,34.6,63.6,0,0,0.6
27044,VA,Mount Crawford town,94.5,3,0,0.5,2.3
27045,VA,Mount Hermon CDP,88.1,8.5,0.2,1.4,1.5
27046,VA,Mount Jackson town,84.1,1.1,0.9,0.7,20.5
27047,VA,Mount Sidney CDP,95,2.4,0.6,0,3.5
27048,VA,Mount Vernon CDP,71.5,12.8,0.4,6.7,13.5
27049,VA,Narrows town,97.5,0.7,0.2,0.3,1.5
27050,VA,Nassawadox town,55.7,41.1,0,0.2,2.8
27051,VA,Nathalie CDP,42.1,55.2,1.1,0,2.2
27052,VA,Neabsco CDP,38.9,38.3,0.4,10.4,14.7
27053,VA,Nellysford CDP,95.2,2.9,0.1,0.7,0.7
27054,VA,Nelsonia CDP,36.5,53.9,0,0.6,14.7
27055,VA,New Baltimore CDP,90.2,4.3,0.2,1.9,5
27056,VA,New Castle town,98,0,0.7,0,0
27057,VA,New Church CDP,78,16.6,0.5,1,3.9
27058,VA,New Hope CDP,97.2,1.8,0,0.1,0.3
27059,VA,Newington CDP,58.7,15.4,0.3,14.4,14.2
27060,VA,Newington Forest CDP,64.4,11.2,0.4,14.6,13.3
27061,VA,New Kent CDP,84.1,10,0,0.4,2.5
27062,VA,New Market town,88,1.5,0.4,0.4,11.7
27063,VA,Newport News city,49,40.7,0.5,2.7,7.5
27064,VA,New River CDP,57.8,38.1,0.8,0,1.2
27065,VA,Newsoms town,50.2,48.6,0.3,0,1.2
27066,VA,Nickelsville town,94.5,0.3,1,0,4.7
27067,VA,Nokesville CDP,90.8,3.2,0.4,1.9,5.2
27068,VA,Norfolk city,47.1,43.1,0.5,3.3,6.6
27069,VA,North Shore CDP,97.3,1.3,0.5,0.3,1
27070,VA,North Springfield CDP,56.4,6.3,0.6,21.3,26
27071,VA,Norton city,88.7,6.3,0.1,1.4,1.7
27072,VA,Nottoway Court House CDP,50,45.2,0,0,0
27073,VA,Oak Grove CDP,29.3,12.3,0.6,45.7,15.2
27074,VA,Oak Hall CDP,65.9,27.8,0.8,0,2.7
27075,VA,Oak Level CDP,92.3,6.8,0.4,0.1,0.2
27076,VA,Oakton CDP,66.3,5,0.3,19.9,11.8
27077,VA,Occoquan town,80.9,11.6,1.1,3.3,4
27078,VA,Onancock town,60.6,34.4,0.2,1,4.2
27079,VA,Onley town,73.4,16.7,0.4,0.8,9.7
27080,VA,Opal CDP,83.2,8.2,0.3,1.4,7.7
27081,VA,Orange town,72.1,22.9,0.4,0.3,3.5
27082,VA,Painter town,65.5,27.1,3.9,2.6,14.4
27083,VA,Palmyra CDP,77.9,15.4,0,0,5.8
27084,VA,Pamplin City town,84.9,13.2,0.5,0,0.9
27085,VA,Pantops CDP,77.4,13,0.3,5.1,5
27086,VA,Parksley town,74.7,14.3,1.3,1.4,16
27087,VA,Parrott CDP,98.2,0.9,0,0.7,0
27088,VA,Passapatanzy CDP,78.8,16,0.2,0.7,3.3
27089,VA,Pastoria CDP,35.4,53,0.9,0.6,14.6
27090,VA,Patrick Springs CDP,87.6,9,0.1,0.1,3
27091,VA,Pearisburg town,96.3,2.3,0.1,0.4,1
27092,VA,Pembroke town,91.3,6.2,0.2,0.2,0.9
27093,VA,Penhook CDP,85.5,12.4,0,0.6,2.1
27094,VA,Pennington Gap town,95.2,2.4,0.2,0.1,1.6
27095,VA,Petersburg city,16.1,79.1,0.3,0.8,3.8
27096,VA,Phenix town,92,6.2,0,0,0
27097,VA,Pimmit Hills CDP,69.5,3.7,0.9,15.4,19.9
27098,VA,Piney Mountain CDP,61.5,27.1,0.2,2.7,7.3
27099,VA,Plum Creek CDP,94.4,1.4,0.6,0.7,2.7
27100,VA,Pocahontas town,92.3,3.9,0.5,0,1
27101,VA,Poquoson city,95.1,0.6,0.3,2.1,1.8
27102,VA,Port Royal town,50.8,42.9,0.8,0,4
27103,VA,Portsmouth city,41.6,53.3,0.4,1.1,3.1
27104,VA,Potomac Mills CDP,49,22.6,1.5,10.3,27.1
27105,VA,Pound town,97.1,0.6,0,0,1.1
27106,VA,Prices Fork CDP,91.7,3.1,0.2,3.5,3
27107,VA,Prince George CDP,70.5,22.2,0.5,1,6.2
27108,VA,Pulaski town,89,7.8,0.3,0.6,1.9
27109,VA,Pungoteague CDP,62.2,33.7,1.4,0,2
27110,VA,Purcellville town,86,5.2,0.2,3.2,6.6
27111,VA,Quantico town,60,24.6,0.2,9,9.2
27112,VA,Quantico Base CDP,75.6,12.3,0.2,2.6,15.7
27113,VA,Quinby CDP,90.8,7.1,0.7,0,3.2
27114,VA,Radford city,87,7.8,0.2,1.6,2.3
27115,VA,Raven CDP,98.3,0.3,0,0,0.3
27116,VA,Ravensworth CDP,66.5,2.5,0.2,21.7,14.4
27117,VA,Remington town,74.4,17.6,0.2,0.7,6.2
27118,VA,Reston CDP,70.1,9.7,0.3,10.9,12.8
27119,VA,Rich Creek town,95.6,1,0,1.4,1.7
27120,VA,Richlands town,96.8,0.7,0.1,1.4,0.4
27121,VA,Richmond city,40.8,50.6,0.3,2.3,6.3
27122,VA,Ridgeway town,77.8,15.2,1.1,1.9,5.4
27123,VA,Riner CDP,96.2,1.7,0.1,0,1.6
27124,VA,Rivanna CDP,93.6,3,0.2,0.8,1.7
27125,VA,Riverdale CDP,69,27.2,0.7,0.1,3.9
27126,VA,Riverview CDP,98.7,0.4,0.3,0,1
27127,VA,Roanoke city,64.2,28.5,0.3,1.8,5.5
27128,VA,Rockwood CDP,69.3,20.9,0.2,4.1,5.5
27129,VA,Rocky Mount town,74.3,19,0.4,1.3,4.8
27130,VA,Rose Hill CDP (Fairfax County),66,11,0.4,9.8,20.9
27131,VA,Rose Hill CDP (Lee County),98.2,0,0.3,0,1.1
27132,VA,Round Hill town,93.3,2.8,0.2,1.1,3.5
27133,VA,Ruckersville CDP,85.5,6.9,0.6,1.1,6.1
27134,VA,Rural Retreat town,97.6,0.8,0.1,0.1,1.1
27135,VA,Rushmere CDP,38,60.1,0.5,0.2,0.4
27136,VA,Rustburg CDP,75.5,19.6,0,1,1.5
27137,VA,St. Charles town,100,0,0,0,0
27138,VA,St. Paul town,94.6,1.4,0.3,0.1,2.9
27139,VA,Salem city,88.2,7.1,0.2,1.6,2.4
27140,VA,Saltville town,98.5,0.4,0.1,0.1,0.5
27141,VA,Saluda CDP,65.3,31.7,0.1,0.3,2.3
27142,VA,Sandston CDP,60.6,32.9,0.9,1.3,4.7
27143,VA,Sandy Level CDP,35.3,62.4,0,0,0.8
27144,VA,Sanford CDP,85.4,9.9,0,0.5,3.8
27145,VA,Savage Town CDP,0,94.9,0,0,7.7
27146,VA,Savageville CDP,21.1,77.7,0,0.6,0
27147,VA,Saxis town,97.5,0.4,0,0,0
27148,VA,Schuyler CDP,92.3,1.7,0.3,0.3,1
27149,VA,Scotland CDP,64.5,33.5,0,0,0.5
27150,VA,Scottsburg town,89.1,10.9,0,0,6.7
27151,VA,Scottsville town,91.3,5.7,0,1.1,1.8
27152,VA,Sedley CDP,86.6,11.7,0.2,0.4,0
27153,VA,Selma CDP,98.3,0.8,0.4,0,0.4
27154,VA,Seven Corners CDP,44.4,7.2,0.9,19.9,44.3
27155,VA,Seven Mile Ford CDP,96.8,2.3,0,0,0.3
27156,VA,Shawneeland CDP,96,1.4,0.1,0.5,2.1
27157,VA,Shawsville CDP,94.7,3.1,0.3,0.1,1.2
27158,VA,Shenandoah town,96.3,1.4,0.3,0.3,1.8
27159,VA,Shenandoah Farms CDP,95,1.7,0.5,0.6,2.2
27160,VA,Shenandoah Retreat CDP,95.8,1.2,1,0.8,1.9
27161,VA,Shenandoah Shores CDP,94.2,2.1,0,0.5,3.7
27162,VA,Sherando CDP,96.2,1.5,0.1,0,0.9
27163,VA,Shipman CDP,73.6,23.9,0,0,3.4
27164,VA,Short Pump CDP,75,5.7,0.1,15.9,3.2
27165,VA,Skyland Estates CDP,92.8,2,0.6,0.7,4.1
27166,VA,Smithfield town,67.2,28.7,0.4,0.9,2.2
27167,VA,Snowville CDP,98.7,0,0.7,0.7,3.4
27168,VA,South Boston town,46.2,50.2,0.2,0.6,2.3
27169,VA,Southern Gateway CDP,57,27.8,0.5,3.4,11.8
27170,VA,Southampton Meadows CDP,8.6,85.6,0.2,0,2
27171,VA,South Hill town,52.1,42.3,0.2,2.1,2.9
27172,VA,South Riding CDP,58.2,6.4,0.2,28.9,7.4
27173,VA,South Run CDP,80.1,5.1,0.2,11.2,4.4
27174,VA,Southside Chesconessex CDP,99.2,0,0,0,0
27175,VA,Sperryville CDP,93.6,5.3,0.3,0.3,4.1
27176,VA,Spotsylvania Courthouse CDP,76.6,14.8,0.3,1.3,5.6
27177,VA,Springfield CDP,48.7,9,0.7,24.3,25.5
27178,VA,Springville CDP,97.3,0.6,0.3,0.1,0.7
27179,VA,Stafford Courthouse CDP,60.9,30.3,0.2,3,9.2
27180,VA,Stanardsville town,77.1,17.7,0,0,4.4
27181,VA,Stanley town,98,0.3,0.3,0.2,1.9
27182,VA,Stanleytown CDP,88.3,3.9,0.2,0.8,6.9
27183,VA,Staunton city,83.7,12.1,0.2,0.8,2.2
27184,VA,Stephens City town,85.1,7.1,0.1,1.8,7.3
27185,VA,Sterling CDP,54.4,8.1,0.5,14.1,33.2
27186,VA,Stone Ridge CDP,55,10.1,0.3,27.7,8.3
27187,VA,Stony Creek town,71.7,26.8,0,0,3
27188,VA,Strasburg town,90.3,5,0.2,0.9,4.2
27189,VA,Stuart town,86.4,8.9,0.5,0.9,3.1
27190,VA,Stuarts Draft CDP,93.7,3.8,0.2,0.5,1.7
27191,VA,Sudley CDP,50.7,15.4,0.9,6.1,37.7
27192,VA,Suffolk city,52.3,42.7,0.3,1.6,2.9
27193,VA,Sugar Grove CDP,95.1,2.1,0.4,0.1,1.1
27194,VA,Sugarland Run CDP,55.5,8.4,0.4,14.8,28.8
27195,VA,Surry town,75,22.1,0.4,0,1.2
27196,VA,Sussex CDP,45.7,52,2,0,3.1
27197,VA,Tangier town,98.2,0.6,0,0.4,0.3
27198,VA,Tappahannock town,46.8,48,0.2,1.9,3.5
27199,VA,Tasley CDP,40,48.7,1.3,0.7,15
27200,VA,Tazewell town,90.2,6.8,0.2,0.7,1.3
27201,VA,Temperanceville CDP,64.2,29.9,0.3,0,6.7
27202,VA,Templeton CDP,62.9,26.9,0.5,0.5,5.3
27203,VA,The Plains town,85.3,9.2,0,0,5.5
27204,VA,Thynedale CDP,4.6,94.9,0,0.5,2.5
27205,VA,Timberlake CDP,85.9,8,0.2,2.5,2.9
27206,VA,Timberville town,93.8,1.1,0.4,0,5.8
27207,VA,Toms Brook town,90.3,2.3,0,0.4,7.4
27208,VA,Triangle CDP,41.3,37.1,0.5,5.4,18.4
27209,VA,Troutdale town,94.9,0,0,0,7.3
27210,VA,Troutville town,94.9,1.2,0.2,0.2,2.6
27211,VA,Tuckahoe CDP,81.9,9.7,0.2,4.1,5.9
27212,VA,Twin Lakes CDP,81.5,9.5,0.2,1.8,6
27213,VA,Tysons Corner CDP,60.9,4.9,0.2,27.5,8.1
27214,VA,Union Hall CDP,94.3,3.2,0.2,0.7,2.3
27215,VA,Union Level CDP,74.5,20.7,0,0,5.3
27216,VA,University Center CDP,57,12.5,0.3,16.8,19.8
27217,VA,University of Virginia CDP,65.9,7.7,0.1,21.2,5.5
27218,VA,Urbanna town,90.5,7.4,0,0.6,0
27219,VA,Vansant CDP,97.2,0.2,0,0.2,0.2
27220,VA,Verona CDP,88.7,8.3,0.4,0.7,2.8
27221,VA,Victoria town,67.6,29.3,0,0.2,2
27222,VA,Vienna town,75.5,3.2,0.3,12.1,12
27223,VA,Villa Heights CDP,67.8,30.1,0,0.1,4.3
27224,VA,Vinton town,90,5.6,0.1,1,2.8
27225,VA,Virgilina town,87,7.1,1.9,0,0.6
27226,VA,Virginia Beach city,67.7,19.6,0.4,6.1,6.6
27227,VA,Wachapreague town,92.7,6.9,0,0,2.2
27228,VA,Wakefield CDP,77.1,2.2,0.2,16.6,7.3
27229,VA,Wakefield town,46.7,50.7,0.3,1.5,0.9
27230,VA,Warfield CDP,23.5,74.8,0,0,0
27231,VA,Warm Springs CDP,82.9,15.4,0,0.8,16.3
27232,VA,Warrenton town,78.1,13.6,0.3,2.3,7.4
27233,VA,Warsaw town,70.4,25.5,0.7,0.7,6.3
27234,VA,Washington town,90.4,5.9,0,1.5,1.5
27235,VA,Wattsville CDP,64.9,28,0.4,1.1,3.6
27236,VA,Waverly town,30.3,64.8,0,0.5,3.9
27237,VA,Waynesboro city,82.2,10.6,0.3,0.7,6.4
27238,VA,Weber City town,97.4,1.1,0.3,0.5,1
27239,VA,West Falls Church CDP,55.3,4.8,0.5,19,33.1
27240,VA,Westlake Corner CDP,96.9,1,0.3,0.7,1
27241,VA,West Point town,79.2,15.4,0.4,1.8,3.6
27242,VA,West Springfield CDP,68.1,7.8,0.3,15.6,13.2
27243,VA,Weyers Cave CDP,91.8,1.9,0,0.6,10.5
27244,VA,White Stone town,85.8,10.2,0.3,2.3,1.4
27245,VA,Whitesville CDP,26.5,63,0,2.3,9.1
27246,VA,Williamsburg city,74,14,0.3,5.7,6.7
27247,VA,Winchester city,74.5,10.9,0.4,2.3,15.4
27248,VA,Windsor town,74,22.2,0.4,0.6,2.7
27249,VA,Wintergreen CDP,92.7,5.5,0,1.8,0
27250,VA,Wise town,96.1,1,0.1,0.9,1.3
27251,VA,Wolf Trap CDP,82,1.6,0.2,12.7,4.1
27252,VA,Woodbridge CDP,57.4,18.5,0.6,9.8,17.4
27253,VA,Woodburn CDP,64,6.4,0.8,19.1,16.2
27254,VA,Woodlake CDP,87.9,6.9,0.2,2.3,3
27255,VA,Woodlawn CDP (Carroll County),97.3,0.6,0.3,0,2.1
27256,VA,Woodlawn CDP (Fairfax County),33.6,33.6,0.8,8.1,36.5
27257,VA,Woodstock town,87.5,3.4,0.2,0.7,12.8
